image_id,lat,lon,fold
00000,45.170360089078855,3.5311868000290234,test
00001,49.5571806594158,0.5913378340082591,train
00002,46.21563831090806,4.184957726518808,test
00003,45.694365705386325,1.5405553105508396,test
00004,44.683271084209935,2.6709174348143665,train
00005,49.262867412218725,-1.5433899098459682,train
00006,48.6123619378053,4.8566143090691885,train
00007,46.3614160202734,3.2684740236965264,train
00008,44.88368217666796,6.275155640508282,train
00009,44.68231211289607,0.6712880434593238,test
00010,45.78867659533554,-1.1101768785394013,test
00011,46.75374467996354,0.6995524738844079,train
00012,47.08953435887787,0.2381535923274356,train
00013,43.49789746894442,-0.9083122597524405,train
00014,45.94477461061862,3.701429226012677,test
00015,49.36096189506282,0.21784161895361545,train
00016,46.269801445748556,-0.16996937968467307,val
00017,48.810340164956465,5.949097694551643,train
00018,44.28986653941499,3.707306349464007,train
00019,42.74489955321215,2.5626237729016026,train
00020,44.23570067206264,6.640096626691568,train
00021,47.696815067693365,6.992443533333613,train
00022,48.60956000151413,-4.32963642104289,train
00023,48.283122524020136,-0.5973813527100456,train
00024,42.79093415991227,2.3088336698583314,train
00025,50.14783017334003,2.176824597893102,train
00026,48.85444927397845,7.689262809358128,train
00027,47.84084910342704,1.0621075686930368,train
00028,48.47584844615694,-0.8298319295141781,train
00029,46.99913797192409,5.9054665210374475,train
00030,46.72456783676074,-0.7034127115135105,train
00031,42.924286231534545,-0.4969213929211573,train
00032,46.49588897074606,2.6642883510227904,val
00033,42.58978928081281,2.5218059460807205,train
00034,43.781987793593146,1.234860288882043,val
00035,46.02209233625232,5.697907339581845,val
00036,45.90206600185587,-1.238145151397804,test
00037,46.42524695584395,0.9938271289420592,train
00038,46.56740534869522,5.489003954523368,test
00039,47.66830234736411,-2.5819418744242126,test
00040,49.030400890303405,7.658308280402815,train
00041,43.75605036394626,6.475370144871795,train
00042,48.46073950972861,5.365439897832082,train
00043,45.29033302023464,2.1947723249233517,test
00044,48.93261705991396,0.5709402266014632,train
00045,46.894670208340756,1.8812134312966424,train
00046,41.99381224369025,8.955790552712331,test
00047,43.96121045445543,2.8636309566217912,train
00048,44.31203994244103,-0.501764465473256,train
00049,44.490702324459846,4.939302948440863,train
00050,47.36777840267403,-1.7318286332478725,train
00051,43.26903321749586,5.518643499639958,val
00052,47.60958989451019,6.546810101136888,train
00053,47.74179059901594,-3.1729833926796696,train
00054,46.988759359905536,3.094153440179082,test
00055,46.75802427730882,6.320023272665678,train
00056,43.634358220134075,5.4039097248210615,train
00057,44.17668287071614,0.7150043265499297,train
00058,48.46506727104701,-1.7875174887182097,train
00059,44.2142571734345,3.839181009053487,train
00060,49.49144520973334,4.958165397453072,val
00061,48.214493333260755,0.6893851082489526,test
00062,48.39281165720722,7.240131042262566,train
00063,43.710668539918004,6.424741980485418,train
00064,46.4595546992127,2.9162818824390566,val
00065,49.29585013300215,5.0883008493217465,val
00066,48.286134204870436,5.427579652142622,train
00067,46.03926979189612,6.59861899649801,train
00068,48.31866083985978,4.938822471499611,train
00069,46.630591636723864,4.481945703528272,train
00070,46.25385441126864,5.201357411576443,test
00071,48.18049672350626,1.494425685130734,train
00072,45.098437586032254,5.937837880115137,train
00073,47.63454030612305,-1.3650369730828036,val
00074,44.20268635205201,1.5422715902335922,train
00075,45.697713974965325,3.825828778526062,val
00076,47.531939121814716,5.780661231536628,train
00077,46.44007622177924,2.374860996082935,val
00078,46.61684409674717,-0.5561981481051168,val
00079,50.070065126644856,3.4482933420655,test
00080,46.545133003471754,4.694061741359287,train
00081,45.67406908592547,6.3640950481183625,train
00082,49.22680393035139,2.8409960523564104,train
00083,43.27112757939508,-1.3510976344526235,train
00084,49.17757145234814,5.549198333589437,val
00085,47.64469422709092,1.576114147735031,train
00086,45.89769842585127,6.147923841752976,train
00087,49.78589117083232,2.814635544871037,train
00088,46.92860962865668,4.127518827499888,train
00089,50.20324410213438,3.0838364563058436,train
00090,43.1094380245753,-0.5625358130808413,train
00091,43.67237415775035,1.9677932209934363,test
00092,45.648398712469465,4.3300737310008595,val
00093,47.067557786944676,5.809395662922423,train
00094,47.44673402921775,-1.2440563644655591,val
00095,43.68284940209335,4.7592781789765715,train
00096,48.443524178789254,5.089305732976501,train
00097,46.851493385480644,-0.06699530976036172,train
00098,47.37420552365592,-1.0513643447062757,val
00099,44.58355645929181,5.293306343122857,train
00100,43.500154157107715,0.3166013509299521,train
00101,45.296435850740394,4.156946245824716,val
00102,45.54379428692398,-0.1734527222888831,val
00103,48.235228705266984,-2.572293323127836,train
00104,47.207742888225276,4.744538647346164,test
